id,fiscal_service_id,step_number,applies_to,estimated_duration_minutes,location_address,office_hours,requires_appointment,can_be_done_online,additional_cost,required_documents,created_at
SP-01988,T-144,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01989,T-144,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01990,T-144,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01991,T-144,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01992,T-144,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01993,T-144,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01994,T-144,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01995,T-144,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01996,T-145,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01997,T-145,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01998,T-145,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01999,T-145,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02000,T-145,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02001,T-145,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02002,T-145,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02003,T-145,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02004,T-145,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02005,T-145,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02006,T-145,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02007,T-145,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02008,T-145,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02009,T-145,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02010,T-145,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02011,T-146,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02012,T-146,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02013,T-146,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02014,T-146,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02015,T-146,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02016,T-146,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02017,T-146,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02018,T-146,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02019,T-146,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02020,T-146,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02021,T-146,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02022,T-146,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02023,T-146,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02024,T-146,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02025,T-146,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02026,T-147,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02027,T-147,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02028,T-147,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02029,T-147,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02030,T-147,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02031,T-147,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02032,T-147,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02033,T-147,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02034,T-147,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02035,T-147,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02036,T-147,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02037,T-147,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02038,T-147,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02039,T-147,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02040,T-147,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02041,T-148,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02042,T-148,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02043,T-148,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02044,T-148,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02045,T-148,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02046,T-148,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02047,T-148,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02048,T-148,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02049,T-148,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02050,T-148,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02051,T-148,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02052,T-148,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02053,T-148,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02054,T-148,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02055,T-148,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02056,T-149,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02057,T-149,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02058,T-149,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02059,T-149,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02060,T-149,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02061,T-149,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02062,T-149,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02063,T-149,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02064,T-149,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02065,T-149,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02066,T-149,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02067,T-149,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02068,T-149,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02069,T-149,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02070,T-149,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02071,T-150,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02072,T-150,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02073,T-150,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02074,T-150,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02075,T-150,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02076,T-150,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02077,T-150,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02078,T-150,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02079,T-150,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02080,T-150,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02081,T-150,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02082,T-150,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02083,T-150,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02084,T-150,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02085,T-150,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02086,T-151,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02087,T-151,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02088,T-151,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02089,T-151,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02090,T-151,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02091,T-151,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02092,T-151,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02093,T-151,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02094,T-151,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02095,T-151,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02096,T-151,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02097,T-151,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02098,T-151,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02099,T-151,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02100,T-151,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02101,T-152,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02102,T-152,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02103,T-152,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02104,T-152,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02105,T-152,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02106,T-152,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02107,T-152,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02108,T-152,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02109,T-152,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02110,T-152,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02111,T-152,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02112,T-152,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02113,T-152,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02114,T-152,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02115,T-152,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02116,T-153,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02117,T-153,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02118,T-153,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02119,T-153,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02120,T-153,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02121,T-153,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02122,T-153,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02123,T-153,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02124,T-153,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02125,T-153,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02126,T-153,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02127,T-153,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02128,T-153,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02129,T-153,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02130,T-153,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02131,T-154,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02132,T-154,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02133,T-154,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02134,T-154,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02135,T-154,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02136,T-154,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02137,T-154,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02138,T-154,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02139,T-154,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02140,T-154,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02141,T-154,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02142,T-154,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02143,T-154,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02144,T-154,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02145,T-154,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02146,T-155,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02147,T-155,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02148,T-155,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02149,T-155,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02150,T-155,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02151,T-155,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02152,T-155,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02153,T-155,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02154,T-155,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02155,T-155,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02156,T-155,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02157,T-155,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02158,T-155,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02159,T-155,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02160,T-155,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02161,T-156,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02162,T-156,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02163,T-156,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02164,T-156,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02165,T-156,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02166,T-156,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02167,T-156,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02168,T-156,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02169,T-156,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02170,T-156,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02171,T-156,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02172,T-156,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02173,T-156,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02174,T-156,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02175,T-156,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02176,T-157,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02177,T-157,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02178,T-157,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02179,T-157,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02180,T-157,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02181,T-157,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02182,T-157,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02183,T-157,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02184,T-157,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02185,T-157,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02186,T-157,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02187,T-157,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02188,T-157,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02189,T-157,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02190,T-157,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02191,T-158,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02192,T-158,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02193,T-158,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02194,T-158,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02195,T-158,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02196,T-158,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02197,T-158,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02198,T-158,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02199,T-158,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02200,T-158,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02201,T-158,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02202,T-158,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02203,T-158,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02204,T-158,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02205,T-158,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02206,T-159,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02207,T-159,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02208,T-159,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02209,T-159,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02210,T-159,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02211,T-159,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02212,T-159,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02213,T-159,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02214,T-159,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02215,T-159,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02216,T-159,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02217,T-159,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02218,T-159,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02219,T-159,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02220,T-159,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02221,T-160,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02222,T-160,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02223,T-160,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02224,T-160,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02225,T-160,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02226,T-160,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02227,T-160,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02228,T-160,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02229,T-160,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02230,T-160,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02231,T-160,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02232,T-160,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02233,T-160,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02234,T-160,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02235,T-160,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02236,T-161,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02237,T-161,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02238,T-161,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02239,T-161,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02240,T-161,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02241,T-161,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02242,T-161,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02243,T-161,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02244,T-161,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02245,T-161,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02246,T-161,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02247,T-161,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02248,T-161,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02249,T-161,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02250,T-161,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02251,T-162,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02252,T-162,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02253,T-162,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02254,T-162,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02255,T-162,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02256,T-162,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02257,T-162,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02258,T-162,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02259,T-162,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02260,T-162,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02261,T-162,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02262,T-162,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02263,T-162,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02264,T-162,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02265,T-162,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02266,T-163,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02267,T-163,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02268,T-163,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02269,T-163,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02270,T-163,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02271,T-163,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02272,T-163,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02273,T-163,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02274,T-163,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02275,T-163,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02276,T-163,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02277,T-163,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02278,T-163,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02279,T-163,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02280,T-163,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02281,T-164,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02282,T-164,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02283,T-164,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02284,T-164,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02285,T-164,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02286,T-164,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02287,T-164,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02288,T-164,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02289,T-164,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02290,T-164,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02291,T-164,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02292,T-164,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02293,T-165,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02294,T-165,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02295,T-165,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-02296,T-165,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
