id,fiscal_service_id,keyword,language_code,weight,is_auto_generated,created_at
SK-01383,T-080,transporteur,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01384,T-080,aérien,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01385,T-080,fret,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01386,T-080,opérations,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01387,T-080,certificate,en,1,True,2025-09-29T12:09:56.011222Z
SK-01388,T-080,air operator,en,1,True,2025-09-29T12:09:56.011222Z
SK-01389,T-080,cargo,en,1,True,2025-09-29T12:09:56.011222Z
SK-01390,T-080,operations,en,1,True,2025-09-29T12:09:56.011222Z
SK-01391,T-080,transport,en,1,True,2025-09-29T12:09:56.011222Z
SK-01392,T-081,certificado,es,1,True,2025-09-29T12:09:56.011222Z
SK-01393,T-081,transportador,es,1,True,2025-09-29T12:09:56.011222Z
SK-01394,T-081,aéreo,es,1,True,2025-09-29T12:09:56.011222Z
SK-01395,T-081,carga,es,1,True,2025-09-29T12:09:56.011222Z
SK-01396,T-081,renovación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01397,T-081,certificat,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01398,T-081,transporteur,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01399,T-081,aérien,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01400,T-081,fret,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01401,T-081,renouvellement,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01402,T-081,certificate,en,1,True,2025-09-29T12:09:56.011222Z
SK-01403,T-081,air operator,en,1,True,2025-09-29T12:09:56.011222Z
SK-01404,T-081,cargo,en,1,True,2025-09-29T12:09:56.011222Z
SK-01405,T-081,renewal,en,1,True,2025-09-29T12:09:56.011222Z
SK-01406,T-081,operations,en,1,True,2025-09-29T12:09:56.011222Z
SK-01407,T-082,certificado,es,1,True,2025-09-29T12:09:56.011222Z
SK-01408,T-082,transportador,es,1,True,2025-09-29T12:09:56.011222Z
SK-01409,T-082,aéreo,es,1,True,2025-09-29T12:09:56.011222Z
SK-01410,T-082,carga,es,1,True,2025-09-29T12:09:56.011222Z
SK-01411,T-082,histórico,es,1,True,2025-09-29T12:09:56.011222Z
SK-01412,T-082,certificat,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01413,T-082,transporteur,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01414,T-082,aérien,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01415,T-082,fret,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01416,T-082,historique,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01417,T-082,certificate,en,1,True,2025-09-29T12:09:56.011222Z
SK-01418,T-082,air operator,en,1,True,2025-09-29T12:09:56.011222Z
SK-01419,T-082,cargo,en,1,True,2025-09-29T12:09:56.011222Z
SK-01420,T-082,historical,en,1,True,2025-09-29T12:09:56.011222Z
SK-01421,T-082,comprehensive,en,1,True,2025-09-29T12:09:56.011222Z
SK-01422,T-083,autorización,es,1,True,2025-09-29T12:09:56.011222Z
SK-01423,T-083,explotación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01424,T-083,aviación general,es,1,True,2025-09-29T12:09:56.011222Z
SK-01425,T-083,operaciones,es,1,True,2025-09-29T12:09:56.011222Z
SK-01426,T-083,aeronaves,es,1,True,2025-09-29T12:09:56.011222Z
SK-01427,T-083,autorisation,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01428,T-083,exploitation,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01429,T-083,aviation générale,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01430,T-083,opérations,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01431,T-083,aéronefs,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01432,T-083,authorization,en,1,True,2025-09-29T12:09:56.011222Z
SK-01433,T-083,exploitation,en,1,True,2025-09-29T12:09:56.011222Z
SK-01434,T-083,general aviation,en,1,True,2025-09-29T12:09:56.011222Z
SK-01435,T-083,operations,en,1,True,2025-09-29T12:09:56.011222Z
SK-01436,T-083,aircraft,en,1,True,2025-09-29T12:09:56.011222Z
SK-01437,T-084,autorización,es,1,True,2025-09-29T12:09:56.011222Z
SK-01438,T-084,explotación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01439,T-084,aviación general,es,1,True,2025-09-29T12:09:56.011222Z
SK-01440,T-084,renovación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01441,T-084,operaciones,es,1,True,2025-09-29T12:09:56.011222Z
SK-01442,T-084,autorisation,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01443,T-084,exploitation,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01444,T-084,aviation générale,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01445,T-084,renouvellement,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01446,T-084,opérations,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01447,T-084,authorization,en,1,True,2025-09-29T12:09:56.011222Z
SK-01448,T-084,exploitation,en,1,True,2025-09-29T12:09:56.011222Z
SK-01449,T-084,general aviation,en,1,True,2025-09-29T12:09:56.011222Z
SK-01450,T-084,renewal,en,1,True,2025-09-29T12:09:56.011222Z
SK-01451,T-084,operations,en,1,True,2025-09-29T12:09:56.011222Z
SK-01452,T-085,autorización,es,1,True,2025-09-29T12:09:56.011222Z
SK-01453,T-085,explotación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01454,T-085,aviación general,es,1,True,2025-09-29T12:09:56.011222Z
SK-01455,T-085,histórico,es,1,True,2025-09-29T12:09:56.011222Z
SK-01456,T-085,seguridad,es,1,True,2025-09-29T12:09:56.011222Z
SK-01457,T-085,autorisation,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01458,T-085,exploitation,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01459,T-085,aviation générale,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01460,T-085,historique,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01461,T-085,sécurité,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01462,T-085,authorization,en,1,True,2025-09-29T12:09:56.011222Z
SK-01463,T-085,exploitation,en,1,True,2025-09-29T12:09:56.011222Z
SK-01464,T-085,general aviation,en,1,True,2025-09-29T12:09:56.011222Z
SK-01465,T-085,historical,en,1,True,2025-09-29T12:09:56.011222Z
SK-01466,T-085,safety,en,1,True,2025-09-29T12:09:56.011222Z
SK-01467,T-086,especificaciones,es,1,True,2025-09-29T12:09:56.011222Z
SK-01468,T-086,operación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01469,T-086,aeronaves,es,1,True,2025-09-29T12:09:56.011222Z
SK-01470,T-086,plan,es,1,True,2025-09-29T12:09:56.011222Z
SK-01471,T-086,técnico,es,1,True,2025-09-29T12:09:56.011222Z
SK-01472,T-086,spécifications,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01473,T-086,exploitation,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01474,T-086,aéronefs,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01475,T-086,plan,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01476,T-086,technique,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01477,T-086,specifications,en,1,True,2025-09-29T12:09:56.011222Z
SK-01478,T-086,operation,en,1,True,2025-09-29T12:09:56.011222Z
SK-01479,T-086,aircraft,en,1,True,2025-09-29T12:09:56.011222Z
SK-01480,T-086,plan,en,1,True,2025-09-29T12:09:56.011222Z
SK-01481,T-086,technical,en,1,True,2025-09-29T12:09:56.011222Z
SK-01482,T-087,especificaciones,es,1,True,2025-09-29T12:09:56.011222Z
SK-01483,T-087,operación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01484,T-087,actualización,es,1,True,2025-09-29T12:09:56.011222Z
SK-01485,T-087,desempeño,es,1,True,2025-09-29T12:09:56.011222Z
SK-01486,T-087,mejoras,es,1,True,2025-09-29T12:09:56.011222Z
SK-01487,T-087,spécifications,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01488,T-087,exploitation,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01489,T-087,mise à jour,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01490,T-087,performance,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01491,T-087,améliorations,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01492,T-087,specifications,en,1,True,2025-09-29T12:09:56.011222Z
SK-01493,T-087,operation,en,1,True,2025-09-29T12:09:56.011222Z
SK-01494,T-087,update,en,1,True,2025-09-29T12:09:56.011222Z
SK-01495,T-087,performance,en,1,True,2025-09-29T12:09:56.011222Z
SK-01496,T-087,improvements,en,1,True,2025-09-29T12:09:56.011222Z
SK-01497,T-088,especificaciones,es,1,True,2025-09-29T12:09:56.011222Z
SK-01498,T-088,operación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01499,T-088,histórico,es,1,True,2025-09-29T12:09:56.011222Z
SK-01500,T-088,seguridad,es,1,True,2025-09-29T12:09:56.011222Z
SK-01501,T-088,evaluación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01502,T-088,spécifications,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01503,T-088,exploitation,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01504,T-088,historique,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01505,T-088,sécurité,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01506,T-088,évaluation,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01507,T-088,specifications,en,1,True,2025-09-29T12:09:56.011222Z
SK-01508,T-088,operation,en,1,True,2025-09-29T12:09:56.011222Z
SK-01509,T-088,historical,en,1,True,2025-09-29T12:09:56.011222Z
SK-01510,T-088,safety,en,1,True,2025-09-29T12:09:56.011222Z
SK-01511,T-088,evaluation,en,1,True,2025-09-29T12:09:56.011222Z
SK-01512,T-089,modificación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01513,T-089,anexo,es,1,True,2025-09-29T12:09:56.011222Z
SK-01514,T-089,certificado,es,1,True,2025-09-29T12:09:56.011222Z
SK-01515,T-089,transportador,es,1,True,2025-09-29T12:09:56.011222Z
SK-01516,T-089,aeronaves,es,1,True,2025-09-29T12:09:56.011222Z
SK-01517,T-089,modification,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01518,T-089,annexe,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01519,T-089,certificat,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01520,T-089,transporteur,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01521,T-089,aéronefs,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01522,T-089,modification,en,1,True,2025-09-29T12:09:56.011222Z
SK-01523,T-089,annex,en,1,True,2025-09-29T12:09:56.011222Z
SK-01524,T-089,certificate,en,1,True,2025-09-29T12:09:56.011222Z
SK-01525,T-089,operator,en,1,True,2025-09-29T12:09:56.011222Z
SK-01526,T-089,aircraft,en,1,True,2025-09-29T12:09:56.011222Z
SK-01527,T-090,modificación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01528,T-090,anexo,es,1,True,2025-09-29T12:09:56.011222Z
SK-01529,T-090,certificado,es,1,True,2025-09-29T12:09:56.011222Z
SK-01530,T-090,actualización,es,1,True,2025-09-29T12:09:56.011222Z
SK-01531,T-090,mejoras,es,1,True,2025-09-29T12:09:56.011222Z
SK-01532,T-090,modification,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01533,T-090,annexe,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01534,T-090,certificat,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01535,T-090,mise à jour,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01536,T-090,améliorations,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01537,T-090,modification,en,1,True,2025-09-29T12:09:56.011222Z
SK-01538,T-090,annex,en,1,True,2025-09-29T12:09:56.011222Z
SK-01539,T-090,certificate,en,1,True,2025-09-29T12:09:56.011222Z
SK-01540,T-090,update,en,1,True,2025-09-29T12:09:56.011222Z
SK-01541,T-090,improvements,en,1,True,2025-09-29T12:09:56.011222Z
SK-01542,T-091,modificación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01543,T-091,anexo,es,1,True,2025-09-29T12:09:56.011222Z
SK-01544,T-091,certificado,es,1,True,2025-09-29T12:09:56.011222Z
SK-01545,T-091,histórico,es,1,True,2025-09-29T12:09:56.011222Z
SK-01546,T-091,seguridad,es,1,True,2025-09-29T12:09:56.011222Z
SK-01547,T-091,modification,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01548,T-091,annexe,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01549,T-091,certificat,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01550,T-091,historique,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01551,T-091,sécurité,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01552,T-091,modification,en,1,True,2025-09-29T12:09:56.011222Z
SK-01553,T-091,annex,en,1,True,2025-09-29T12:09:56.011222Z
SK-01554,T-091,certificate,en,1,True,2025-09-29T12:09:56.011222Z
SK-01555,T-091,historical,en,1,True,2025-09-29T12:09:56.011222Z
SK-01556,T-091,safety,en,1,True,2025-09-29T12:09:56.011222Z
SK-01557,T-092,aeroclub,es,1,True,2025-09-29T12:09:56.011222Z
SK-01558,T-092,formación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01559,T-092,aceptación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01560,T-092,instructores,es,1,True,2025-09-29T12:09:56.011222Z
SK-01561,T-092,centro,es,1,True,2025-09-29T12:09:56.011222Z
SK-01562,T-092,aéroclub,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01563,T-092,formation,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01564,T-092,acceptation,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01565,T-092,instructeurs,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01566,T-092,centre,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01567,T-092,aeroclub,en,1,True,2025-09-29T12:09:56.011222Z
SK-01568,T-092,training,en,1,True,2025-09-29T12:09:56.011222Z
SK-01569,T-092,acceptance,en,1,True,2025-09-29T12:09:56.011222Z
SK-01570,T-092,instructors,en,1,True,2025-09-29T12:09:56.011222Z
SK-01571,T-092,center,en,1,True,2025-09-29T12:09:56.011222Z
SK-01572,T-093,formación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01573,T-093,profesional,es,1,True,2025-09-29T12:09:56.011222Z
SK-01574,T-093,aceptación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01575,T-093,instructores,es,1,True,2025-09-29T12:09:56.011222Z
SK-01576,T-093,centro,es,1,True,2025-09-29T12:09:56.011222Z
SK-01577,T-093,formation,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01578,T-093,professionnelle,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01579,T-093,acceptation,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01580,T-093,instructeurs,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01581,T-093,centre,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01582,T-093,training,en,1,True,2025-09-29T12:09:56.011222Z
SK-01583,T-093,professional,en,1,True,2025-09-29T12:09:56.011222Z
SK-01584,T-093,acceptance,en,1,True,2025-09-29T12:09:56.011222Z
SK-01585,T-093,instructors,en,1,True,2025-09-29T12:09:56.011222Z
SK-01586,T-093,center,en,1,True,2025-09-29T12:09:56.011222Z
SK-01587,T-094,navegación aérea,es,1,True,2025-09-29T12:09:56.011222Z
SK-01588,T-094,servicios,es,1,True,2025-09-29T12:09:56.011222Z
SK-01589,T-094,certificado,es,1,True,2025-09-29T12:09:56.011222Z
SK-01590,T-094,control,es,1,True,2025-09-29T12:09:56.011222Z
SK-01591,T-094,tráfico,es,1,True,2025-09-29T12:09:56.011222Z
SK-01592,T-094,navigation aérienne,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01593,T-094,services,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01594,T-094,certificat,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01595,T-094,contrôle,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01596,T-094,trafic,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01597,T-094,air navigation,en,1,True,2025-09-29T12:09:56.011222Z
SK-01598,T-094,services,en,1,True,2025-09-29T12:09:56.011222Z
SK-01599,T-094,certificate,en,1,True,2025-09-29T12:09:56.011222Z
SK-01600,T-094,control,en,1,True,2025-09-29T12:09:56.011222Z
SK-01601,T-094,traffic,en,1,True,2025-09-29T12:09:56.011222Z
SK-01602,T-095,navegación aérea,es,1,True,2025-09-29T12:09:56.011222Z
SK-01603,T-095,servicios,es,1,True,2025-09-29T12:09:56.011222Z
SK-01604,T-095,certificado,es,1,True,2025-09-29T12:09:56.011222Z
SK-01605,T-095,área terminal,es,1,True,2025-09-29T12:09:56.011222Z
SK-01606,T-095,control,es,1,True,2025-09-29T12:09:56.011222Z
SK-01607,T-095,navigation aérienne,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01608,T-095,services,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01609,T-095,certificat,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01610,T-095,zone terminale,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01611,T-095,contrôle,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01612,T-095,air navigation,en,1,True,2025-09-29T12:09:56.011222Z
SK-01613,T-095,services,en,1,True,2025-09-29T12:09:56.011222Z
SK-01614,T-095,certificate,en,1,True,2025-09-29T12:09:56.011222Z
SK-01615,T-095,terminal area,en,1,True,2025-09-29T12:09:56.011222Z
SK-01616,T-095,control,en,1,True,2025-09-29T12:09:56.011222Z
SK-01617,T-096,aeródromo,es,1,True,2025-09-29T12:09:56.011222Z
SK-01618,T-096,rubro,es,1,True,2025-09-29T12:09:56.011222Z
SK-01619,T-096,infraestructura,es,1,True,2025-09-29T12:09:56.011222Z
SK-01620,T-096,categoría,es,1,True,2025-09-29T12:09:56.011222Z
SK-01621,T-096,certificación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01622,T-096,aérodrome,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01623,T-096,rubrique,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01624,T-096,infrastructure,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01625,T-096,catégorie,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01626,T-096,certification,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01627,T-096,aerodrome,en,1,True,2025-09-29T12:09:56.011222Z
SK-01628,T-096,category,en,1,True,2025-09-29T12:09:56.011222Z
SK-01629,T-096,infrastructure,en,1,True,2025-09-29T12:09:56.011222Z
SK-01630,T-096,certification,en,1,True,2025-09-29T12:09:56.011222Z
SK-01631,T-096,facility,en,1,True,2025-09-29T12:09:56.011222Z
SK-01632,T-097,inspección,es,1,True,2025-09-29T12:09:56.011222Z
SK-01633,T-097,sitio,es,1,True,2025-09-29T12:09:56.011222Z
SK-01634,T-097,terreno,es,1,True,2025-09-29T12:09:56.011222Z
SK-01635,T-097,inicial,es,1,True,2025-09-29T12:09:56.011222Z
SK-01636,T-097,viabilidad,es,1,True,2025-09-29T12:09:56.011222Z
SK-01637,T-097,inspection,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01638,T-097,site,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01639,T-097,terrain,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01640,T-097,initiale,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01641,T-097,faisabilité,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01642,T-097,inspection,en,1,True,2025-09-29T12:09:56.011222Z
SK-01643,T-097,site,en,1,True,2025-09-29T12:09:56.011222Z
SK-01644,T-097,land,en,1,True,2025-09-29T12:09:56.011222Z
SK-01645,T-097,initial,en,1,True,2025-09-29T12:09:56.011222Z
SK-01646,T-097,feasibility,en,1,True,2025-09-29T12:09:56.011222Z
SK-01647,T-098,autorización,es,1,True,2025-09-29T12:09:56.011222Z
SK-01648,T-098,homologación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01649,T-098,técnico,es,1,True,2025-09-29T12:09:56.011222Z
SK-01650,T-098,certificación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01651,T-098,seguridad,es,1,True,2025-09-29T12:09:56.011222Z
SK-01652,T-098,autorisation,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01653,T-098,homologation,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01654,T-098,technique,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01655,T-098,certification,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01656,T-098,sécurité,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01657,T-098,authorization,en,1,True,2025-09-29T12:09:56.011222Z
SK-01658,T-098,approval,en,1,True,2025-09-29T12:09:56.011222Z
SK-01659,T-098,technical,en,1,True,2025-09-29T12:09:56.011222Z
SK-01660,T-098,certification,en,1,True,2025-09-29T12:09:56.011222Z
SK-01661,T-098,safety,en,1,True,2025-09-29T12:09:56.011222Z
SK-01662,T-099,certificación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01663,T-099,AR 5,es,1,True,2025-09-29T12:09:56.011222Z
SK-01664,T-099,7,es,1,True,2025-09-29T12:09:56.011222Z
SK-01665,T-099,técnico,es,1,True,2025-09-29T12:09:56.011222Z
SK-01666,T-099,requisitos,es,1,True,2025-09-29T12:09:56.011222Z
SK-01667,T-099,cumplimiento,es,1,True,2025-09-29T12:09:56.011222Z
SK-01668,T-099,certification,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01669,T-099,AR 5,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01670,T-099,7,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01671,T-099,technique,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01672,T-099,exigences,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01673,T-099,conformité,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01674,T-099,certification,en,1,True,2025-09-29T12:09:56.011222Z
SK-01675,T-099,AR 5.7,en,1,True,2025-09-29T12:09:56.011222Z
SK-01676,T-099,technical,en,1,True,2025-09-29T12:09:56.011222Z
SK-01677,T-099,requirements,en,1,True,2025-09-29T12:09:56.011222Z
SK-01678,T-099,compliance,en,1,True,2025-09-29T12:09:56.011222Z
SK-01679,T-100,peso,es,1,True,2025-09-29T12:09:56.011222Z
SK-01680,T-100,aeronave,es,1,True,2025-09-29T12:09:56.011222Z
SK-01681,T-100,certificación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01682,T-100,AR,es,1,True,2025-09-29T12:09:56.011222Z
SK-01683,T-100,técnico,es,1,True,2025-09-29T12:09:56.011222Z
SK-01684,T-100,poids,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01685,T-100,aéronef,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01686,T-100,certification,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01687,T-100,AR,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01688,T-100,technique,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01689,T-100,weight,en,1,True,2025-09-29T12:09:56.011222Z
SK-01690,T-100,aircraft,en,1,True,2025-09-29T12:09:56.011222Z
SK-01691,T-100,certification,en,1,True,2025-09-29T12:09:56.011222Z
SK-01692,T-100,AR,en,1,True,2025-09-29T12:09:56.011222Z
SK-01693,T-100,technical,en,1,True,2025-09-29T12:09:56.011222Z
SK-01694,T-101,peso,es,1,True,2025-09-29T12:09:56.011222Z
SK-01695,T-101,aeronave,es,1,True,2025-09-29T12:09:56.011222Z
SK-01696,T-101,certificación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01697,T-101,AR,es,1,True,2025-09-29T12:09:56.011222Z
SK-01698,T-101,rango técnico,es,1,True,2025-09-29T12:09:56.011222Z
SK-01699,T-101,poids,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01700,T-101,aéronef,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01701,T-101,certification,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01702,T-101,AR,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01703,T-101,plage technique,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01704,T-101,weight,en,1,True,2025-09-29T12:09:56.011222Z
SK-01705,T-101,aircraft,en,1,True,2025-09-29T12:09:56.011222Z
SK-01706,T-101,certification,en,1,True,2025-09-29T12:09:56.011222Z
SK-01707,T-101,AR,en,1,True,2025-09-29T12:09:56.011222Z
SK-01708,T-101,technical range,en,1,True,2025-09-29T12:09:56.011222Z
SK-01709,T-102,peso,es,1,True,2025-09-29T12:09:56.011222Z
SK-01710,T-102,aeronave,es,1,True,2025-09-29T12:09:56.011222Z
SK-01711,T-102,certificación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01712,T-102,AR,es,1,True,2025-09-29T12:09:56.011222Z
SK-01713,T-102,técnico complejo,es,1,True,2025-09-29T12:09:56.011222Z
SK-01714,T-102,poids,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01715,T-102,aéronef,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01716,T-102,certification,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01717,T-102,AR,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01718,T-102,technique complexe,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01719,T-102,weight,en,1,True,2025-09-29T12:09:56.011222Z
SK-01720,T-102,aircraft,en,1,True,2025-09-29T12:09:56.011222Z
SK-01721,T-102,certification,en,1,True,2025-09-29T12:09:56.011222Z
SK-01722,T-102,AR,en,1,True,2025-09-29T12:09:56.011222Z
SK-01723,T-102,complex technical,en,1,True,2025-09-29T12:09:56.011222Z
SK-01724,T-103,peso,es,1,True,2025-09-29T12:09:56.011222Z
SK-01725,T-103,aeronave,es,1,True,2025-09-29T12:09:56.011222Z
SK-01726,T-103,certificación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01727,T-103,AR,es,1,True,2025-09-29T12:09:56.011222Z
SK-01728,T-103,técnico integral,es,1,True,2025-09-29T12:09:56.011222Z
SK-01729,T-103,poids,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01730,T-103,aéronef,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01731,T-103,certification,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01732,T-103,AR,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01733,T-103,technique intégrale,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01734,T-103,weight,en,1,True,2025-09-29T12:09:56.011222Z
SK-01735,T-103,aircraft,en,1,True,2025-09-29T12:09:56.011222Z
SK-01736,T-103,certification,en,1,True,2025-09-29T12:09:56.011222Z
SK-01737,T-103,AR,en,1,True,2025-09-29T12:09:56.011222Z
SK-01738,T-103,comprehensive technical,en,1,True,2025-09-29T12:09:56.011222Z
SK-01739,T-104,peso,es,1,True,2025-09-29T12:09:56.011222Z
SK-01740,T-104,aeronave,es,1,True,2025-09-29T12:09:56.011222Z
SK-01741,T-104,certificación,es,1,True,2025-09-29T12:09:56.011222Z
SK-01742,T-104,AR,es,1,True,2025-09-29T12:09:56.011222Z
SK-01743,T-104,técnico especializado,es,1,True,2025-09-29T12:09:56.011222Z
SK-01744,T-104,poids,fr,1,True,2025-09-29T12:09:56.011222Z
SK-01745,T-104,aéronef,fr,1,True,2025-09-29T12:09:56.011222Z
