id,fiscal_service_id,keyword,language_code,weight,is_auto_generated,created_at
SK-00115,T-005,sector,es,1,True,2025-09-29T12:09:56.011222Z
SK-00116,T-005,servicio,es,1,True,2025-09-29T12:09:56.011222Z
SK-00117,T-005,acquisition,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00118,T-005,passeport,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00119,T-005,délivrance,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00120,T-005,affaires,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00121,T-005,consulaire,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00122,T-005,coopération,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00123,T-005,secteur,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00124,T-005,service,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00125,T-005,acquisition,en,1,True,2025-09-29T12:09:56.011222Z
SK-00126,T-005,passport,en,1,True,2025-09-29T12:09:56.011222Z
SK-00127,T-005,issuance,en,1,True,2025-09-29T12:09:56.011222Z
SK-00128,T-005,affairs,en,1,True,2025-09-29T12:09:56.011222Z
SK-00129,T-005,consular,en,1,True,2025-09-29T12:09:56.011222Z
SK-00130,T-005,cooperation,en,1,True,2025-09-29T12:09:56.011222Z
SK-00131,T-005,sector,en,1,True,2025-09-29T12:09:56.011222Z
SK-00132,T-005,service,en,1,True,2025-09-29T12:09:56.011222Z
SK-00133,T-006,asunttos,es,1,True,2025-09-29T12:09:56.011222Z
SK-00134,T-006,consular,es,1,True,2025-09-29T12:09:56.011222Z
SK-00135,T-006,cooperación,es,1,True,2025-09-29T12:09:56.011222Z
SK-00136,T-006,expiración,es,1,True,2025-09-29T12:09:56.011222Z
SK-00137,T-006,exteriores,es,1,True,2025-09-29T12:09:56.011222Z
SK-00138,T-006,fecha,es,1,True,2025-09-29T12:09:56.011222Z
SK-00139,T-006,pasaporte,es,1,True,2025-09-29T12:09:56.011222Z
SK-00140,T-006,por,es,1,True,2025-09-29T12:09:56.011222Z
SK-00141,T-006,renovación,es,1,True,2025-09-29T12:09:56.011222Z
SK-00142,T-006,sector,es,1,True,2025-09-29T12:09:56.011222Z
SK-00143,T-006,servicio,es,1,True,2025-09-29T12:09:56.011222Z
SK-00144,T-006,vigencia,es,1,True,2025-09-29T12:09:56.011222Z
SK-00145,T-006,renouvellement,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00146,T-006,passeport,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00147,T-006,expiration,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00148,T-006,validité,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00149,T-006,affaires,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00150,T-006,consulaire,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00151,T-006,coopération,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00152,T-006,secteur,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00153,T-006,service,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00154,T-006,renewal,en,1,True,2025-09-29T12:09:56.011222Z
SK-00155,T-006,passport,en,1,True,2025-09-29T12:09:56.011222Z
SK-00156,T-006,expiration,en,1,True,2025-09-29T12:09:56.011222Z
SK-00157,T-006,validity,en,1,True,2025-09-29T12:09:56.011222Z
SK-00158,T-006,affairs,en,1,True,2025-09-29T12:09:56.011222Z
SK-00159,T-006,consular,en,1,True,2025-09-29T12:09:56.011222Z
SK-00160,T-006,cooperation,en,1,True,2025-09-29T12:09:56.011222Z
SK-00161,T-006,sector,en,1,True,2025-09-29T12:09:56.011222Z
SK-00162,T-006,service,en,1,True,2025-09-29T12:09:56.011222Z
SK-00163,T-007,asunttos,es,1,True,2025-09-29T12:09:56.011222Z
SK-00164,T-007,consular,es,1,True,2025-09-29T12:09:56.011222Z
SK-00165,T-007,cooperación,es,1,True,2025-09-29T12:09:56.011222Z
SK-00166,T-007,expedición,es,1,True,2025-09-29T12:09:56.011222Z
SK-00167,T-007,exteriores,es,1,True,2025-09-29T12:09:56.011222Z
SK-00168,T-007,salvoconducto,es,1,True,2025-09-29T12:09:56.011222Z
SK-00169,T-007,sector,es,1,True,2025-09-29T12:09:56.011222Z
SK-00170,T-007,servicio,es,1,True,2025-09-29T12:09:56.011222Z
SK-00171,T-007,délivrance,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00172,T-007,laissez-passer,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00173,T-007,affaires,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00174,T-007,consulaire,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00175,T-007,coopération,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00176,T-007,secteur,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00177,T-007,service,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00178,T-007,issuance,en,1,True,2025-09-29T12:09:56.011222Z
SK-00179,T-007,safe conduct,en,1,True,2025-09-29T12:09:56.011222Z
SK-00180,T-007,affairs,en,1,True,2025-09-29T12:09:56.011222Z
SK-00181,T-007,consular,en,1,True,2025-09-29T12:09:56.011222Z
SK-00182,T-007,cooperation,en,1,True,2025-09-29T12:09:56.011222Z
SK-00183,T-007,sector,en,1,True,2025-09-29T12:09:56.011222Z
SK-00184,T-007,service,en,1,True,2025-09-29T12:09:56.011222Z
SK-00185,T-008,asunttos,es,1,True,2025-09-29T12:09:56.011222Z
SK-00186,T-008,consular,es,1,True,2025-09-29T12:09:56.011222Z
SK-00187,T-008,cooperación,es,1,True,2025-09-29T12:09:56.011222Z
SK-00188,T-008,documentos,es,1,True,2025-09-29T12:09:56.011222Z
SK-00189,T-008,exteriores,es,1,True,2025-09-29T12:09:56.011222Z
SK-00190,T-008,legalización,es,1,True,2025-09-29T12:09:56.011222Z
SK-00191,T-008,sector,es,1,True,2025-09-29T12:09:56.011222Z
SK-00192,T-008,servicio,es,1,True,2025-09-29T12:09:56.011222Z
SK-00193,T-008,affaires,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00194,T-008,consulaire,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00195,T-008,coopération,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00196,T-008,documents,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00197,T-008,étrangères,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00198,T-008,légalisation,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00199,T-008,secteur,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00200,T-008,service,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00201,T-008,affairs,en,1,True,2025-09-29T12:09:56.011222Z
SK-00202,T-008,consular,en,1,True,2025-09-29T12:09:56.011222Z
SK-00203,T-008,cooperation,en,1,True,2025-09-29T12:09:56.011222Z
SK-00204,T-008,documents,en,1,True,2025-09-29T12:09:56.011222Z
SK-00205,T-008,foreign,en,1,True,2025-09-29T12:09:56.011222Z
SK-00206,T-008,legalization,en,1,True,2025-09-29T12:09:56.011222Z
SK-00207,T-008,sector,en,1,True,2025-09-29T12:09:56.011222Z
SK-00208,T-008,service,en,1,True,2025-09-29T12:09:56.011222Z
SK-00209,T-009,asunttos,es,1,True,2025-09-29T12:09:56.011222Z
SK-00210,T-009,consular,es,1,True,2025-09-29T12:09:56.011222Z
SK-00211,T-009,cooperación,es,1,True,2025-09-29T12:09:56.011222Z
SK-00212,T-009,escritos,es,1,True,2025-09-29T12:09:56.011222Z
SK-00213,T-009,exteriores,es,1,True,2025-09-29T12:09:56.011222Z
SK-00214,T-009,legalización,es,1,True,2025-09-29T12:09:56.011222Z
SK-00215,T-009,notariados,es,1,True,2025-09-29T12:09:56.011222Z
SK-00216,T-009,sector,es,1,True,2025-09-29T12:09:56.011222Z
SK-00217,T-009,servicio,es,1,True,2025-09-29T12:09:56.011222Z
SK-00218,T-009,affaires,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00219,T-009,consulaire,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00220,T-009,coopération,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00221,T-009,actes,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00222,T-009,étrangères,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00223,T-009,légalisation,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00224,T-009,notariés,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00225,T-009,secteur,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00226,T-009,service,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00227,T-009,affairs,en,1,True,2025-09-29T12:09:56.011222Z
SK-00228,T-009,consular,en,1,True,2025-09-29T12:09:56.011222Z
SK-00229,T-009,cooperation,en,1,True,2025-09-29T12:09:56.011222Z
SK-00230,T-009,documents,en,1,True,2025-09-29T12:09:56.011222Z
SK-00231,T-009,foreign,en,1,True,2025-09-29T12:09:56.011222Z
SK-00232,T-009,legalization,en,1,True,2025-09-29T12:09:56.011222Z
SK-00233,T-009,notarized,en,1,True,2025-09-29T12:09:56.011222Z
SK-00234,T-009,sector,en,1,True,2025-09-29T12:09:56.011222Z
SK-00235,T-009,service,en,1,True,2025-09-29T12:09:56.011222Z
SK-00236,T-010,académicos,es,1,True,2025-09-29T12:09:56.011222Z
SK-00237,T-010,asunttos,es,1,True,2025-09-29T12:09:56.011222Z
SK-00238,T-010,consular,es,1,True,2025-09-29T12:09:56.011222Z
SK-00239,T-010,cooperación,es,1,True,2025-09-29T12:09:56.011222Z
SK-00240,T-010,diplomas,es,1,True,2025-09-29T12:09:56.011222Z
SK-00241,T-010,exteriores,es,1,True,2025-09-29T12:09:56.011222Z
SK-00242,T-010,legalización,es,1,True,2025-09-29T12:09:56.011222Z
SK-00243,T-010,sector,es,1,True,2025-09-29T12:09:56.011222Z
SK-00244,T-010,servicio,es,1,True,2025-09-29T12:09:56.011222Z
SK-00245,T-010,títulos,es,1,True,2025-09-29T12:09:56.011222Z
SK-00246,T-010,académiques,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00247,T-010,affaires,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00248,T-010,consulaire,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00249,T-010,coopération,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00250,T-010,diplômes,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00251,T-010,étrangères,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00252,T-010,légalisation,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00253,T-010,secteur,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00254,T-010,service,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00255,T-010,titres,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00256,T-010,academic,en,1,True,2025-09-29T12:09:56.011222Z
SK-00257,T-010,affairs,en,1,True,2025-09-29T12:09:56.011222Z
SK-00258,T-010,consular,en,1,True,2025-09-29T12:09:56.011222Z
SK-00259,T-010,cooperation,en,1,True,2025-09-29T12:09:56.011222Z
SK-00260,T-010,degrees,en,1,True,2025-09-29T12:09:56.011222Z
SK-00261,T-010,diplomas,en,1,True,2025-09-29T12:09:56.011222Z
SK-00262,T-010,foreign,en,1,True,2025-09-29T12:09:56.011222Z
SK-00263,T-010,legalization,en,1,True,2025-09-29T12:09:56.011222Z
SK-00264,T-010,sector,en,1,True,2025-09-29T12:09:56.011222Z
SK-00265,T-010,service,en,1,True,2025-09-29T12:09:56.011222Z
SK-00266,T-011,asunttos,es,1,True,2025-09-29T12:09:56.011222Z
SK-00267,T-011,consular,es,1,True,2025-09-29T12:09:56.011222Z
SK-00268,T-011,cooperación,es,1,True,2025-09-29T12:09:56.011222Z
SK-00269,T-011,documentos,es,1,True,2025-09-29T12:09:56.011222Z
SK-00270,T-011,exteriores,es,1,True,2025-09-29T12:09:56.011222Z
SK-00271,T-011,legalización,es,1,True,2025-09-29T12:09:56.011222Z
SK-00272,T-011,mercantiles,es,1,True,2025-09-29T12:09:56.011222Z
SK-00273,T-011,sector,es,1,True,2025-09-29T12:09:56.011222Z
SK-00274,T-011,servicio,es,1,True,2025-09-29T12:09:56.011222Z
SK-00275,T-011,documents,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00276,T-011,commerciaux,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00277,T-011,légalisation,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00278,T-011,affaires,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00279,T-011,consulaire,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00280,T-011,coopération,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00281,T-011,secteur,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00282,T-011,service,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00283,T-011,commercial,en,1,True,2025-09-29T12:09:56.011222Z
SK-00284,T-011,documents,en,1,True,2025-09-29T12:09:56.011222Z
SK-00285,T-011,legalization,en,1,True,2025-09-29T12:09:56.011222Z
SK-00286,T-011,affairs,en,1,True,2025-09-29T12:09:56.011222Z
SK-00287,T-011,consular,en,1,True,2025-09-29T12:09:56.011222Z
SK-00288,T-011,cooperation,en,1,True,2025-09-29T12:09:56.011222Z
SK-00289,T-011,sector,en,1,True,2025-09-29T12:09:56.011222Z
SK-00290,T-011,service,en,1,True,2025-09-29T12:09:56.011222Z
SK-00291,T-012,adquisición,es,1,True,2025-09-29T12:09:56.011222Z
SK-00292,T-012,asuntos,es,1,True,2025-09-29T12:09:56.011222Z
SK-00293,T-012,consular,es,1,True,2025-09-29T12:09:56.011222Z
SK-00294,T-012,cooperación,es,1,True,2025-09-29T12:09:56.011222Z
SK-00295,T-012,expedición,es,1,True,2025-09-29T12:09:56.011222Z
SK-00296,T-012,exteriores,es,1,True,2025-09-29T12:09:56.011222Z
SK-00297,T-012,impreso,es,1,True,2025-09-29T12:09:56.011222Z
SK-00298,T-012,pasaporte,es,1,True,2025-09-29T12:09:56.011222Z
SK-00299,T-012,sector,es,1,True,2025-09-29T12:09:56.011222Z
SK-00300,T-012,servicio,es,1,True,2025-09-29T12:09:56.011222Z
SK-00301,T-012,acquisition,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00302,T-012,passeport,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00303,T-012,délivrance,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00304,T-012,affaires,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00305,T-012,consulaire,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00306,T-012,coopération,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00307,T-012,secteur,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00308,T-012,service,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00309,T-012,acquisition,en,1,True,2025-09-29T12:09:56.011222Z
SK-00310,T-012,passport,en,1,True,2025-09-29T12:09:56.011222Z
SK-00311,T-012,issuance,en,1,True,2025-09-29T12:09:56.011222Z
SK-00312,T-012,affairs,en,1,True,2025-09-29T12:09:56.011222Z
SK-00313,T-012,consular,en,1,True,2025-09-29T12:09:56.011222Z
SK-00314,T-012,cooperation,en,1,True,2025-09-29T12:09:56.011222Z
SK-00315,T-012,sector,en,1,True,2025-09-29T12:09:56.011222Z
SK-00316,T-012,service,en,1,True,2025-09-29T12:09:56.011222Z
SK-00317,T-013,asuntos,es,1,True,2025-09-29T12:09:56.011222Z
SK-00318,T-013,consular,es,1,True,2025-09-29T12:09:56.011222Z
SK-00319,T-013,cooperación,es,1,True,2025-09-29T12:09:56.011222Z
SK-00320,T-013,expiración,es,1,True,2025-09-29T12:09:56.011222Z
SK-00321,T-013,exteriores,es,1,True,2025-09-29T12:09:56.011222Z
SK-00322,T-013,fecha,es,1,True,2025-09-29T12:09:56.011222Z
SK-00323,T-013,pasaporte,es,1,True,2025-09-29T12:09:56.011222Z
SK-00324,T-013,por,es,1,True,2025-09-29T12:09:56.011222Z
SK-00325,T-013,renovación,es,1,True,2025-09-29T12:09:56.011222Z
SK-00326,T-013,sector,es,1,True,2025-09-29T12:09:56.011222Z
SK-00327,T-013,servicio,es,1,True,2025-09-29T12:09:56.011222Z
SK-00328,T-013,vigencia,es,1,True,2025-09-29T12:09:56.011222Z
SK-00329,T-013,renouvellement,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00330,T-013,passeport,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00331,T-013,expiration,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00332,T-013,validité,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00333,T-013,affaires,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00334,T-013,consulaire,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00335,T-013,coopération,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00336,T-013,secteur,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00337,T-013,service,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00338,T-013,renewal,en,1,True,2025-09-29T12:09:56.011222Z
SK-00339,T-013,passport,en,1,True,2025-09-29T12:09:56.011222Z
SK-00340,T-013,expiration,en,1,True,2025-09-29T12:09:56.011222Z
SK-00341,T-013,validity,en,1,True,2025-09-29T12:09:56.011222Z
SK-00342,T-013,affairs,en,1,True,2025-09-29T12:09:56.011222Z
SK-00343,T-013,consular,en,1,True,2025-09-29T12:09:56.011222Z
SK-00344,T-013,cooperation,en,1,True,2025-09-29T12:09:56.011222Z
SK-00345,T-013,sector,en,1,True,2025-09-29T12:09:56.011222Z
SK-00346,T-013,service,en,1,True,2025-09-29T12:09:56.011222Z
SK-00347,T-014,asuntos,es,1,True,2025-09-29T12:09:56.011222Z
SK-00348,T-014,carnet,es,1,True,2025-09-29T12:09:56.011222Z
SK-00349,T-014,consular,es,1,True,2025-09-29T12:09:56.011222Z
SK-00350,T-014,cooperación,es,1,True,2025-09-29T12:09:56.011222Z
SK-00351,T-014,expedición,es,1,True,2025-09-29T12:09:56.011222Z
SK-00352,T-014,exteriores,es,1,True,2025-09-29T12:09:56.011222Z
SK-00353,T-014,sector,es,1,True,2025-09-29T12:09:56.011222Z
SK-00354,T-014,servicio,es,1,True,2025-09-29T12:09:56.011222Z
SK-00355,T-014,délivrance,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00356,T-014,carte,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00357,T-014,consulaire,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00358,T-014,affaires,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00359,T-014,coopération,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00360,T-014,secteur,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00361,T-014,service,fr,1,True,2025-09-29T12:09:56.011222Z
SK-00362,T-014,issuance,en,1,True,2025-09-29T12:09:56.011222Z
